Abun[] Month1[] Month2[] TDay1[] TDay2[] Wind2[] Site[] WeekTime[]
232 -1.22906325111185 1.51059647523362 -0.476847777674187 0.227383803072811 2 1 2003.288462
235 -0.85029533095788 0.723002149848771 -1.31884925897275 1.73936336789298 3 1 2003.403846
191 -0.471527410803916 0.222338099139445 -1.31884925897275 1.73936336789298 3 1 2003.442308
207 -0.471527410803916 0.222338099139445 1.20715518492294 1.45722364048634 4 1 2003.461538
236 -0.471527410803916 0.222338099139445 -1.31884925897275 1.73936336789298 4 1 2003.480769
155 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 4 1 2003.5
242 -0.0927594906499507 0.00860432310563829 0.365153703624378 0.1333372272706 4 1 2003.538462
195 -0.0927594906499507 0.00860432310563829 2.04915666622151 4.19904304272004 4 1 2003.557692
196 0.286008429504014 0.0818008217473527 1.62815592557223 2.65089171797595 4 1 2003.596154
236 0.286008429504014 0.0818008217473527 -0.0558470370249048 0.00311889154446109 3 1 2003.615385
229 0.286008429504014 0.0818008217473527 1.62815592557223 2.65089171797595 3 1 2003.634615
269 0.286008429504014 0.0818008217473527 -0.89784851832347 0.80613196185565 1 1 2003.653846
341 0.664776349657979 0.441927595064588 0.78615444427366 0.618038810251227 4 1 2003.673077
319 0.664776349657979 0.441927595064588 -0.89784851832347 0.80613196185565 4 1 2003.692308
278 0.664776349657979 0.441927595064588 0.78615444427366 0.618038810251227 3 1 2003.711538
183 0.664776349657979 0.441927595064588 -0.89784851832347 0.80613196185565 3 1 2003.730769
230 1.04354426981194 1.08898464305734 1.20715518492294 1.45722364048634 1 1 2003.75
242 1.04354426981194 1.08898464305734 -1.31884925897275 1.73936336789298 4 1 2003.769231
145 1.04354426981194 1.08898464305734 -0.0558470370249048 0.00311889154446109 2 1 2003.788462
87 1.04354426981194 1.08898464305734 -1.73984999962203 3.02707802118479 1 1 2003.807692
148 1.04354426981194 1.08898464305734 0.365153703624378 0.1333372272706 4 1 2003.807692
66 1.42231218996591 2.02297196572562 0.365153703624378 0.1333372272706 4 1 2003.903846
68 1.80108011011987 3.24388956306942 -0.476847777674187 0.227383803072811 1 1 2003.942308
61 -2.36536701157374 5.59496109944129 -0.89784851832347 0.80613196185565 3 1 2004.057692
34 -1.98659909141978 3.94657595002988 1.62815592557223 2.65089171797595 2 1 2004.153846
139 -1.60783117126581 2.58512107529399 0.365153703624378 0.1333372272706 4 1 2004.230769
171 -0.85029533095788 0.723002149848771 1.20715518492294 1.45722364048634 4 1 2004.365385
217 -0.85029533095788 0.723002149848771 -0.0558470370249048 0.00311889154446109 1 1 2004.384615
222 -0.471527410803916 0.222338099139445 -0.89784851832347 0.80613196185565 4 1 2004.403846
143 -0.471527410803916 0.222338099139445 -1.73984999962203 3.02707802118479 4 1 2004.442308
163 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 3 1 2004.519231
250 -0.0927594906499507 0.00860432310563829 -0.476847777674187 0.227383803072811 3 1 2004.538462
208 -0.0927594906499507 0.00860432310563829 -1.31884925897275 1.73936336789298 3 1 2004.576923
260 0.286008429504014 0.0818008217473527 -0.89784851832347 0.80613196185565 4 1 2004.615385
270 0.286008429504014 0.0818008217473527 -1.31884925897275 1.73936336789298 4 1 2004.653846
315 0.664776349657979 0.441927595064588 2.04915666622151 4.19904304272004 2 1 2004.692308
203 0.664776349657979 0.441927595064588 -1.73984999962203 3.02707802118479 1 1 2004.730769
33 1.04354426981194 1.08898464305734 -1.73984999962203 3.02707802118479 2 1 2004.769231
211 1.04354426981194 1.08898464305734 0.365153703624378 0.1333372272706 1 1 2004.826923
109 1.42231218996591 2.02297196572562 -0.476847777674187 0.227383803072811 3 1 2004.923077
87 -2.36536701157374 5.59496109944129 1.20715518492294 1.45722364048634 1 1 2005.096154
142 -1.60783117126581 2.58512107529399 0.365153703624378 0.1333372272706 1 1 2005.173077
140 -1.22906325111185 1.51059647523362 -0.89784851832347 0.80613196185565 2 1 2005.307692
220 -0.85029533095788 0.723002149848771 0.365153703624378 0.1333372272706 1 1 2005.365385
163 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 2 1 2005.442308
218 -0.471527410803916 0.222338099139445 0.78615444427366 0.618038810251227 1 1 2005.5
224 -0.0927594906499507 0.00860432310563829 -0.0558470370249048 0.00311889154446109 4 1 2005.519231
252 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 4 1 2005.615385
272 0.664776349657979 0.441927595064588 -0.476847777674187 0.227383803072811 3 1 2005.692308
275 0.664776349657979 0.441927595064588 -0.0558470370249048 0.00311889154446109 4 1 2005.711538
205 1.04354426981194 1.08898464305734 0.365153703624378 0.1333372272706 4 1 2005.807692
159 -1.22906325111185 1.51059647523362 -0.89784851832347 0.80613196185565 2 2 2003.057692
167 -0.85029533095788 0.723002149848771 -0.476847777674187 0.227383803072811 2 2 2003.288462
152 -0.471527410803916 0.222338099139445 -0.89784851832347 0.80613196185565 1 2 2003.403846
123 -0.471527410803916 0.222338099139445 1.20715518492294 1.45722364048634 2 2 2003.442308
142 -0.0927594906499507 0.00860432310563829 0.78615444427366 0.618038810251227 1 2 2003.461538
129 -0.0927594906499507 0.00860432310563829 -0.0558470370249048 0.00311889154446109 4 2 2003.5
131 -0.0927594906499507 0.00860432310563829 -2.16085074027132 4.6692759217311 4 2 2003.538462
178 0.286008429504014 0.0818008217473527 1.62815592557223 2.65089171797595 4 2 2003.557692
185 0.286008429504014 0.0818008217473527 0.365153703624378 0.1333372272706 3 2 2003.596154
173 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 3 2 2003.615385
214 0.286008429504014 0.0818008217473527 -1.31884925897275 1.73936336789298 2 2 2003.634615
222 0.664776349657979 0.441927595064588 -0.89784851832347 0.80613196185565 3 2 2003.653846
200 0.664776349657979 0.441927595064588 0.78615444427366 0.618038810251227 3 2 2003.692308
217 1.04354426981194 1.08898464305734 1.20715518492294 1.45722364048634 1 2 2003.711538
151 1.04354426981194 1.08898464305734 -0.0558470370249048 0.00311889154446109 3 2 2003.75
178 1.04354426981194 1.08898464305734 -0.89784851832347 0.80613196185565 4 2 2003.788462
111 1.42231218996591 2.02297196572562 0.365153703624378 0.1333372272706 4 2 2003.807692
72 1.80108011011987 3.24388956306942 -0.476847777674187 0.227383803072811 3 2 2003.903846
93 -2.36536701157374 5.59496109944129 -0.476847777674187 0.227383803072811 4 2 2003.942308
83 -1.98659909141978 3.94657595002988 -0.476847777674187 0.227383803072811 1 2 2004.134615
188 -1.60783117126581 2.58512107529399 0.365153703624378 0.1333372272706 1 2 2004.230769
201 -0.85029533095788 0.723002149848771 1.20715518492294 1.45722364048634 4 2 2004.365385
243 -0.471527410803916 0.222338099139445 -0.89784851832347 0.80613196185565 4 2 2004.423077
78 -0.471527410803916 0.222338099139445 2.04915666622151 4.19904304272004 4 2 2004.442308
181 -0.471527410803916 0.222338099139445 -0.0558470370249048 0.00311889154446109 4 2 2004.480769
214 -0.0927594906499507 0.00860432310563829 -0.476847777674187 0.227383803072811 3 2 2004.5
194 -0.0927594906499507 0.00860432310563829 -0.476847777674187 0.227383803072811 4 2 2004.538462
197 -0.0927594906499507 0.00860432310563829 -0.89784851832347 0.80613196185565 3 2 2004.576923
181 0.286008429504014 0.0818008217473527 2.04915666622151 4.19904304272004 3 2 2004.615385
272 0.286008429504014 0.0818008217473527 0.78615444427366 0.618038810251227 3 2 2004.634615
234 0.286008429504014 0.0818008217473527 -0.89784851832347 0.80613196185565 4 2 2004.653846
194 0.664776349657979 0.441927595064588 1.20715518492294 1.45722364048634 2 2 2004.692308
